id|trade_date|open|close|bid|ask|volume_pre|volume_post|volume
CAJ:138006309|2011-11-14|44.290000|44.200000|44.160000|44.170000|1100.000000|486.000000|376282.000000
EMC:268648102|2011-11-14|24.550000|24.460000|24.460000|24.470000|345445.000000|11020.000000|9940119.000000
POT:003493512|2011-11-14|46.80|46.23|46.25|46.28|8,835|3,685|4,386,881
GM:37045V100|2011-11-14|22.560000|22.990000|23.010000|23.020000|137758.000000|12922.000000|13282826.000000
TGT:87612E106|2011-11-14|52.500000|52.650000|52.610000|52.620000|258981.000000|600.000000|3487339.000000
CCL:143658300|2011-11-14|33.270000|33.180000|33.190000|33.210000|272353.000000|500.000000|2586374.000000
YUM:988498101|2011-11-14|55.550000|55.290000|55.290000|55.310000|71719.000000|600.000000|1838957.000000
WIT:97651M109|2011-11-14|10.040000|10.010000|10.010000|10.020000|84895.000000|100.000000|528664.000000
BRCM:111320107|2011-11-14|35.140000|34.520000|34.520000|34.530000|128236.000000|1100.000000|4530139.000000
ASML:N07059186|2011-11-14|40.990000|40.170000|40.140000|40.160000|38804.000000|3500.000000|2556559.000000
AMAT:038222105|2011-11-14|12.680000|12.540000|12.540000|12.550000|308407.000000|3350.000000|10094660.000000
MRVL:G5876H105|2011-11-14|14.860000|14.840000|14.840000|14.850000|233026.000000|400.000000|9046273.000000
NVDA:67066G104|2011-11-14|14.980000|14.690000|14.690000|14.700000|161391.000000|14534.000000|12335047.000000
MXIM:57772K101|2011-11-14|26.700000|26.490000|26.490000|26.500000|52871.000000|1300.000000|1639801.000000
STX:G7945M107|2011-11-14|17.710000|17.760000|17.760000|17.770000|117614.000000|5612.000000|7178912.000000
MCHP:595017104|2011-11-14|36.620000|36.430000|36.430000|36.440000|37987.000000|300.000000|1149681.000000
DAL:247361702|2011-11-14|8.020000|8.060000|8.060000|8.070000|28198.000000|1600.000000|15801617.000000
STM:861012102|2011-11-14|7.330000|7.250000|7.240000|7.250000|6193.000000|11290.000000|845969.000000
GIB:39945C109|2011-11-14|19.540000|19.280000|19.290000|19.320000|6100.000000|1700.000000|259520.000000
ATML:049513104|2011-11-14|10.150000|10.100000|10.100000|10.110000|7562.000000|2600.000000|6835264.000000
AAPL:037833100|2011-11-15|380.800000|388.830000|388.830000|388.840000|179766.000000|166850.000000|15045500.000000
MSFT:594918104|2011-11-15|26.560000|26.740000|26.720000|26.730000|716586.000000|90060.000000|43070429.000000
IBM:459200101|2011-11-15|187.490000|188.750000|188.770000|188.780000|49584.000000|7475.000000|4528173.000000
WMT:931142103|2011-11-15|57.970000|57.460000|57.460000|57.470000|425654.000000|300706.000000|15280930.000000
ORCL:68389X105|2011-11-15|32.210000|32.970000|32.960000|32.970000|356589.000000|10861.000000|21029850.000000
INTC:458140100|2011-11-15|24.660000|25.340000|25.340000|25.350000|599337.000000|102802.000000|76689131.000000
SAP:803054204|2011-11-15|59.800000|60.300000|60.290000|60.300000|13700.000000|12795.000000|1016805.000000
CAJ:138006309|2011-11-15|44.060000|43.950000|43.950000|43.940000|1100.000000|486.000000|196238.000000
EMC:268648102|2011-11-15|24.270000|24.550000|24.560000|24.570000|40721.000000|8825.000000|8763714.000000
POT:003493512|2011-11-15|45.88|45.79|45.81|45.85|16,725|20,782|4,774,376
GM:37045V100|2011-11-15|22.810000|23.350000|23.350000|23.360000|16874.000000|12100.000000|13839612.000000
TGT:87612E106|2011-11-15|52.530000|53.180000|53.180000|53.180000|131925.000000|300.000000|6400837.000000
CCL:143658300|2011-11-15|33.030000|33.040000|33.040000|33.060000|272353.000000|4150.000000|2452503.000000
YUM:988498101|2011-11-15|55.280000|55.410000|55.380000|55.400000|6452.000000|600.000000|1840658.000000
WIT:97651M109|2011-11-15|10.030000|10.120000|10.100000|10.110000|84895.000000|100.000000|314175.000000
BRCM:111320107|2011-11-15|35.020000|35.950000|35.950000|35.960000|173778.000000|66294.000000|10381956.000000
ASML:N07059186|2011-11-15|39.960000|40.460000|40.450000|40.460000|38804.000000|34700.000000|1389422.000000
AMAT:038222105|2011-11-15|12.290000|12.640000|12.620000|12.630000|229321.000000|20600.000000|11476657.000000
MRVL:G5876H105|2011-11-15|14.790000|15.080000|15.060000|15.070000|124239.000000|6100.000000|12024651.000000
NVDA:67066G104|2011-11-15|14.550000|14.880000|14.860000|14.870000|183450.000000|7284.000000|12453374.000000
MXIM:57772K101|2011-11-15|26.390000|27.010000|27.020000|27.030000|17448.000000|1300.000000|2783781.000000
STX:G7945M107|2011-11-15|17.200000|17.520000|17.520000|17.530000|33176.000000|6866.000000|8838470.000000
MCHP:595017104|2011-11-15|36.350000|36.870000|36.870000|36.880000|57379.000000|1283.000000|1767090.000000
DAL:247361702|2011-11-15|8.060000|8.000000|7.990000|8.000000|11158.000000|1300.000000|12761266.000000
STM:861012102|2011-11-15|7.150000|7.150000|7.150000|7.160000|6975.000000|4770.000000|873239.000000
GIB:39945C109|2011-11-15|19.220000|19.230000|19.230000|19.250000|6100.000000|1700.000000|273562.000000
ATML:049513104|2011-11-15|10.070000|10.310000|10.300000|10.310000|116997.000000|2600.000000|7658651.000000
AAp:01381720|2011-11-15||81.750000|79.050000|81.740000|||
